Sun May 26 10:46:40 2024    profile_output

         35856598 function calls (35200488 primitive calls) in 51.988 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5133    0.009    0.000    0.304    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/api.py:72(get_objs_combined_axis)
    16000    0.045    0.000    0.302    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1287(take_nd)
    27575    0.061    0.000    0.292    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:5552(equals)
      177    0.001    0.000    0.292    0.002 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:1382(set_description)
      177    0.001    0.000    0.291    0.002 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tqdm/std.py:438(status_printer)
     4283    0.005    0.000    0.290    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/construction.py:742(_get_axes)
      354    0.003    0.000    0.287    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/reshape/tile.py:52(cut)
     5133    0.018    0.000    0.286    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/api.py:120(_get_combined_index)
      708    0.003    0.000    0.279    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1309(_multi_take)
      354    0.004    0.000    0.277    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/rdt/transformers/categorical.py:138(_transform)
      354    0.002    0.000    0.276    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:622(_get_splitter)
     8319    0.019    0.000    0.272    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1756(_get_slice_axis)
    66726    0.158    0.000    0.270    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:5323(__contains__)
    73272    0.158    0.000    0.269    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:790(copy)
      354    0.001    0.000    0.269    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:743(group_info)
     8743    0.107    0.000    0.268    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:2276(_merge_blocks)
      354    0.002    0.000    0.268    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:758(_get_compressed_codes)
    39431    0.048    0.000    0.267    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2421(all)
    47436    0.031    0.000    0.264    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:583(copy_func)
    43540    0.054    0.000    0.263    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/_config/config.py:145(_get_option)
     1088    0.001    0.000    0.262    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/tornado/platform/asyncio.py:200(_handle_events)
     7497    0.028    0.000    0.259    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/xgboost/data.py:384(is_pd_sparse_dtype)
     3363    0.023    0.000    0.255    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sdv/data_processing/numerical_formatter.py:95(format_data)
    66126    0.191    0.000    0.253    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:649(_simple_new)
     1239    0.007    0.000    0.247    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:607(_init_dict)
     3363    0.009    0.000    0.237    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/rdt/transformers/null.py:151(reverse_transform)
     5133    0.023    0.000    0.236    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexers/utils.py:419(check_array_indexer)
    13133    0.111    0.000    0.235    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/cast.py:124(maybe_convert_platform)
    47436    0.047    0.000    0.233    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:1010(view)
   177482    0.084    0.000    0.232    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
    96741    0.087    0.000    0.222    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/contextlib.py:299(helper)
     2867    0.012    0.000    0.220    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:4323(reindex)
     1805    0.027    0.000    0.220    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/construction.py:596(_homogenize)
     8319    0.027    0.000    0.217    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:723(astype)
     4425    0.073    0.000    0.213    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1796(concat_horizontal)
    53559    0.074    0.000    0.212    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:784(name)
       35    0.001    0.000    0.209    0.006 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/src/simulation/Game.py:149(classify_hit)
    16461    0.084    0.000    0.208    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/common.py:231(asarray_tuplesafe)
    22514    0.039    0.000    0.208    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:678(_constructor_sliced_from_mgr)
    22302    0.149    0.000    0.208    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1012(iget)
     4425    0.008    0.000    0.207    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:1216(_get_rows_with_mask)
     7788    0.025    0.000    0.205    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/base.py:180(fillna)
     4956    0.015    0.000    0.199    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:1565(__invert__)
     8496    0.044    0.000    0.199    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/ops/array_ops.py:288(comparison_op)
    18299    0.022    0.000    0.194    0.000 {built-in method builtins.any}
     1990    0.011    0.000    0.194    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:616(_flush)
     7434    0.015    0.000    0.194    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:1087(_slice)
      354    0.010    0.000    0.193    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/reshape/tile.py:413(_bins_to_cuts)
     7434    0.035    0.000    0.192    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:10185(align)
    18408    0.034    0.000    0.191    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:5437(_can_hold_identifiers_and_holds_name)
    13522    0.120    0.000    0.190    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:3955(_get_indexer)
     6407    0.015    0.000    0.187    0.000 {built-in method builtins.sorted}
    57099    0.061    0.000    0.186    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:137(is_object_dtype)
     7788    0.013    0.000    0.185    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:6831(infer_objects)
    99421    0.085    0.000    0.183    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1434(_is_dtype_type)
     1521    0.007    0.000    0.180    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:6432(dtypes)
     7434    0.044    0.000    0.179    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1524(where)
    71895    0.096    0.000    0.179    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2645(maybe_coerce_values)
    73984    0.056    0.000    0.178    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:7688(maybe_extract_name)
   540467    0.151    0.000    0.177    0.000 {built-in method builtins.hasattr}
      566    0.003    0.000    0.176    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/construction.py:506(nested_data_to_arrays)
    35042    0.014    0.000    0.175    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:2264(<lambda>)
    30514    0.034    0.000    0.175    0.000 {method 'any' of 'numpy.ndarray' objects}
    24107    0.026    0.000    0.174    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2322(any)
    50976    0.094    0.000    0.173    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:5373(__getitem__)
    34547    0.046    0.000    0.172    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2100(clip)
      708    0.003    0.000    0.172    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:4130(_getitem_bool_array)
     1416    0.003    0.000    0.171    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexing.py:1532(_get_listlike_indexer)
    91361    0.170    0.000    0.170    0.000 {method 'copy' of 'numpy.ndarray' objects}
      566    0.002    0.000    0.168    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/construction.py:793(to_arrays)
     1062    0.009    0.000    0.168    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:5663(_reindex_with_indexers)
     5133    0.029    0.000    0.167    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/reshape/concat.py:405(__init__)
     4602    0.014    0.000    0.164    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:7553(ensure_index_from_sequences)
      708    0.001    0.000    0.164    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/ops.py:687(codes)
    33516    0.046    0.000    0.163    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1198(is_bool_dtype)
    17236    0.116    0.000    0.163    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:2744(inferred_type)
    62409    0.048    0.000    0.162    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/dtypes/common.py:1571(validate_all_hashable)
     2832    0.002    0.000    0.162    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/grouper.py:689(codes)
    35116    0.018    0.000    0.162    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/_methods.py:55(_any)
    17521    0.040    0.000    0.161    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:225(_consolidate_key)
     1234    0.012    0.000    0.160    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:655(write)
     1416    0.002    0.000    0.158    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/grouper.py:777(_codes_and_uniques)
      177    0.002    0.000    0.158    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/sdv/single_table/base.py:1014(_validate_known_columns)
     5133    0.022    0.000    0.156    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/api.py:202(union_indexes)
    52007    0.098    0.000    0.155    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2716(new_block)
     1416    0.008    0.000    0.155    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/algorithms.py:610(factorize)
    82970    0.060    0.000    0.155    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/construction.py:696(_sanitize_ndim)
      931    0.004    0.000    0.155    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/ipykernel/iostream.py:276(<lambda>)
     7611    0.016    0.000    0.155    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:12675(_reindex_for_setitem)
1806/1805    0.008    0.000    0.153    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:2121(create_block_manager_from_column_arrays)
   106447    0.096    0.000    0.153    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2795(extend_blocks)
    33148    0.068    0.000    0.152    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/base.py:82(shape)
    58666    0.040    0.000    0.152    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
     9818    0.064    0.000    0.150    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/base.py:842(_engine)
   703301    0.144    0.000    0.148    0.000 {built-in method builtins.issubclass}
   110160    0.048    0.000    0.147    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/series.py:831(_values)
    24992    0.025    0.000    0.143    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:659(_constructor_from_mgr)
    13345    0.036    0.000    0.140    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/common.py:97(is_bool_indexer)
     4425    0.039    0.000    0.140    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1954(get_rows_with_mask)
     3363    0.026    0.000    0.138    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1216(_iset_split_block)
      929    0.010    0.000    0.136    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/jupyter_client/session.py:754(send)
    46833    0.035    0.000    0.136    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:236(set_axis)
    21168    0.054    0.000    0.136    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2703(new_block_2d)
      531    0.008    0.000    0.135    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1347(insert)
    96741    0.111    0.000    0.135    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/contextlib.py:104(__init__)
      354    0.002    0.000    0.134    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:9041(groupby)
      354    0.002    0.000    0.132    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/groupby.py:1296(__init__)
  1035360    0.132    0.000    0.132    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/numpy/core/fromnumeric.py:288(_choose_dispatcher)
     7434    0.031    0.000    0.131    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/ops/array_ops.py:393(logical_op)
    43540    0.054    0.000    0.131    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/_config/config.py:127(_get_single_key)
      177    0.001    0.000    0.130    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/util/_decorators.py:325(wrapper)
      177    0.002    0.000    0.129    0.001 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/generic.py:3797(to_csv)
      354    0.016    0.000    0.127    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/groupby/grouper.py:846(get_grouper)
      354    0.001    0.000    0.127    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/frame.py:5359(reindex)
     3988    0.009    0.000    0.124    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/zmq/eventloop/zmqstream.py:664(_rebuild_io_state)
    25912    0.022    0.000    0.123    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/internals/managers.py:1764(is_consolidated)
     7434    0.014    0.000    0.122    0.000 /home/reece/miniconda3/envs/mlb/lib/python3.12/site-packages/pandas/core/indexes/range.py:488(copy)
